평가,상품명,리뷰,index
1.6,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),크림이 쉽게 잘발리고 흡수가 빠른편인데 알갱이가 조금 거슬리긴하지만 그렇게 거슬리진않아서 보습 주기 좋은편같아여,97
2.8,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"일단 구성이 너무 혜자로워서… 수분크림 다 써가던 중에 믿고보는 유튜버들 영상에 계속 나오길래 고민하게 됐어요. 상품 설명을 보는데 완전 제 얘기밖에 없더라구요. 수부지에, 여드름 피부도 사용 가능하다! 라고 되어 있어서 바로 구매했습니당🙋🏻‍♀️ 스파츌라도 같이 들어있어서 위생적으로 쓰기 좋고요. 바를 때 질감은 수딩젤과 크림 사이 어딘가인데.. 예전에 에바님이 만들었던 크림이랑 굉장히 흡사한 질감이에요. 싹 코팅되는 듯 하다가 빠르게 흡수되네용! 좀 더 오래 써봐야 정확하겠지만 일단 한 번 써본 소감으로는 아주 만족해요 💯",98
2.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"피부가 좀 예민한편이라서 순한 크림 찾다가 이 제품 발견한건데..글쎄요ㅠ..생각보다 넘 별로였어요ㅜㅜ그리고 이거 바르고 피부에 뭐가 더 오톨도톨 나는것같음
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",99
2.2,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"가격대비 혜자템, 유분감은 느껴지 않으면서 촉촉함이 진해서 무려 48시간 정도의 수분 지속력까지 보여주는 찐템,
 비타히알루론산 함유되어 진한 보습 케어 굳
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",100
1.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"자작나무 수분크림 한번쓰고
 다른 수분크림으로 못바꿔요,, ㅠ 최애템
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",101
2.8,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"생각보다 좋은데요? 👍
 
 저 항상 써보고 싶었던 크림이에요. 할인 없이 가격이 좀 높은 편이라 할인 기다리고 있었어요 ㅎㅎ 결국은 리뷰를 많이 읽고 구매했어요. 
 장점: 진짜 촉촉하고 흡수력이 빠른 크림이에요~ 끈적거리는 느낌 하나도 없어요! 반대로 수분 가득한 느낌인가? 
 몇일 동안 크림 발라봤으니 자극도 없었어요! 
 아 그리고 여름에 딱 맞은 크림인 것 같아요. 무겁지 않고 가벼운 질감 나요! 메이크업 하기 전에도 바르면 좋아요! 데일리용으로 (특히 여름에) 쓰면 괜찮은 크림이에요.
 단점: 가격이에요. 왠지 가격 높은 크림이에요 ㅎㅎ 제가 끝까지 다 쓰면 재구매할 생각이에요. 물론 할인때 ㅎㅎ
 👍👍👍
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.
 라운드랩 수분크림 자작나무",102
3.2,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"평소에 토x모리 수분크림 쓰고 자작나무 수분크림은 처음 써봤어용 
 저랑 엄마랑 같이 쓰는데 피부 차이인지, 후기가 좀 달라요 저희 엄마께서는 지성피부신데 이 수분크림을 써보시고 촉촉하고 순해서 좋다고 하셨습니다!! 재구매의사 있으시다고 하셨어요 
 반대로 저는 민감성 , 복합성, 예민한 홍조 피부인데요 혹시 몰라 볼만 발라봤는데..느낌은 촉촉해서 좋았으나 바르고 난 후 5초 뒤 따가워요 ㅠㅠㅠㅠ 트러블이 나거나 여드름이 올라온건 아닌데 저는 좀 간지럽고 따가웠습니다 역시 사람마다 다른가봐요..ㅎㅎ 
 저는 재구매의사 0...ㅎㅎ 원래 쓰던 제품 쓰겠습니다
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",103
2.8,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"일단 제 피부타입은 복합성, 민감성, 여드름 피부에요
 피지오겔 레드 에이아이 크림을 쓰다가 날이 따뜻해 지면서 조금 무거운 감이 있는 것 같아 디렉터파이님의 유투브 영상을 보던 중 라운드랩의 이 자작나무 수분크림이 저에게 가장 잘 맞을 것 같아 올리브영 앱에서 구매해봤어요 제가 성분을 많이 따지는 편이어서요
 결론부터 말씀드리자면 재구매 의향 있습니다! 다만 조금 불편?한 점은 크림안에 들어있는 수분알갱이들이 생각보다 잘 깨지지 않는다는 점이에요 그래도 계속 문질러주면 없어지긴 해요 이런 점들을 감수하더라도 좋은 제품인 것 같습니다.
 라운드랩 측에서 이 리뷰를 보신다면 리뉴얼 할 때 성분은 그대로 하고 캡슐이 훨씬 더 잘깨지게 만들거나 캡슐이 없었으면 좋겠습니다..!
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",104
3.8,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분크림 쓸만한거 없나 찾고있었는데 이 제품이
 좋다고 하길래 한번 사봤는데 보습감이 정말 좋았어요
 안에 알갱이가 들어있는데 처음엔 읭 이게머시여.. 했는데
 바를수록 톡톡 터진다고 해야하나 녹는다고 해야하나
 크림과 같이 어우러져서 잘 발려요 근데 가끔 손길이 덜 가면
 알갱씨가 남아계시는데 그부분만 손가락으로 문질문질 하면
 바로 사라져요 싕기싕기 그리고 이 크림 바르면 진짜
 다음날 오후까지 촉촉해요 그 이상으론 안지내봐서
 잘 모르겠즤만 여드름성 피부에도 수분 채워주기용으로
 딱인것 같아요 솔직히 처음엔 알갱이가 좀 거슬렸는데
 이젠 그냥 좋은거려니 하고 바르고 있어요 촉촉함은
 이루 말할 수 없고 진정에도 좋아요 :)
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",105
3.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"어떤 피부에서든 부담없이 부드럽게 바르기에 넘 좋아요 밀착력? 발림성?이 조금 떨어지는 것 같아서 오래 흡수시켜주면서 바르고 있어요 저는 어머니랑 같이 사용중인데 지성피부인 어머니는 산뜻하고 좋다고 하시고 저는 건성피부에 예민한 편인 피부인데 막 땡기는 큰 건조함은 없지만 다른 제품이랑 레이어링해서 사용하고 있어요 아직 몇일 사용은 안했자만 자작나무성분이라고해서 일단 기대하면서 사용중이에요 향도 너무 세시않고 좋습니다! 제형은 엄청 가벼운 제형은 아니에요! 조금은 되직하게 느껴졌습니다 아침저녁 아무때나 바르기 좋아서 데일리로 사용하기에 좋은 제품이에요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",106
3.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수부지에 안성맞춤이라길래 기대하고 써봤는데 좀 실망이에요 웬만해선 피부가 단기간에 확 뒤집어지는 편이 아닌데 이거 쓰자마자 피부 뒤집어졌구요 
 안에 들어있는 캡슐이 너무 별로에요 잘 터지지도 않고 알갱이들이 계속 밀리고 터지지 않은채로 바짝 마르면 좁쌀여드름 처럼 보여요ㅋㅋㅋ 이 위에 화장하면 알갱이 때문에 너무 짜증나서 아침용으로는 못바르겠네요 꾹 눌러서 터뜨리려고해도 안 터져요.. 다 터뜨릴 시간도 없고.. 유분기도 좀 있구 수분감도 딱히 오래가지는 않아요 바른 직후만 오 촉촉하네 정도..? 그냥 저녁에 두둑히 바르는용으로 써야겠어요
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",107
3.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"수분크림 새로 사야해서 열심히 후기 찾아보고 구매한 크림!
 
 장점
 👍🏻성분이 매우 순하다 (화해어플 기준 주의성분❌, 히알루론산, 판테놀 등 수분과 피부장벽 강화에 도움), 속건조를 잡아주는 느낌
 👍🏻가볍고 산뜻한 제형 : 수부지,지성피부에게 적합
 
 단점
 😭세일 기간이 아닐땐 비싼 가격ㅠ 
 😭건성피부인 분들에겐 건조할듯..
 😭개인적으로 단지형을 안좋아해서(위생상) 튜브형으로 나오면 좋겠음
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",108
4.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"속건조가 심해 평소 크림을 듬뿍 바르는 스타일인데 아무래도
 듬뿍 듬뿍 쓰다보니 크림도 금방 떨어지고 가격대가 비싼건 좀 부담스러워 갈아탈 크림을 찾다가 성분도 착하고 용량대비 가격도 저렴하고 후기까지 좋아 구입해 봤는데 만족스러워 재구매 했어요!
 바르는 순간 보습이 채워지는 느낌! 지속력도 오래가서 좋아요. 바르면 알갱이들이 있는데 피부온도와 약간에 러빙으로 녹아요! 바르고 나면 윤광도 나서 피부가 좋아보여요!
 낮에는 메이크업이 밀리지 않게 오일 1방울!
 저녁에는 오일듬뿍 믹스해서 사용했더니 속건조가 많이 좋아졌어요.
 남편도 몰래 몇번 발라보더니 자기도 이 크림 쓰겠다며 주문해 달라해서 하나 주문합니다.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",109
2.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"한 번 써본 이후로는 쭉 이 제품만 씁니다. 
 우선 제품이 순해서 한 번도 피부 트러블이 생긴 적이 없고, 피부가 땅긴다거나 간지럽다거나 아픈 적이 없었어요.
 그래서 여러 개 사두고 쟁여두고 쓰고요. 피부가 촉촉해지는 느낌이라 항상 믿고 씁니다.
 주변에도 홍보 많이 했어요^^",110
2.8,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"*구매이유*
 저번에 여름이라 건조해져서 보습이 필요해보이길래 유튜브 찾아보다가 이제품이 좋다고 해서 얘로 샀어요.
 바르다보니 너무 좋길래 엄마도 하나 사드렸습니다ㅎㅎ
 벌써 두번째 구매에용~
 
 ♡촉촉해져요 역시 수분크림은 촉촉해야 맛이죠😆촉촉하니 건조한 피부를 보습해줘서 좋았습니다.
 
 ♤여름이라 더운데 쿨링감이 없는게 좀 아쉬웧어요. 이제품은 겨울에 쓰고 다음여름에는 쿨링감있는걸로 도전해봐야겠어요.
 
 #주변이 너무 지저분해져요. 뚜껑이나 주변 에 제품이 달라붙서서 지저분해져요. 튜브형으로 사야겠어요ㅜ 먼지도 들어가구 좀 그랬어요.ㅎ
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",111
3.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"*구매이유*
 저는 리프팅크림을 사서 스킨로션리프팅크림만 발라주고 있었어요. 부족하지는 않았지만 리프팅크림은 화장전에 발라주기에는 너무끈적거리고 화장이 잘먹지 않았어요. 알아보니 화장전에는 수분크림으로 충분히 수분을 흡수한 후 화장하면 더잘먹는다고 하더라구요. 그래서 수분크림도 한번 사려고 봤더니 디렉터 파이님이 이 수분크림을 추천하길래 샀습니다.
 
 
 ♡진정 : 저는 코주변 과 볼중앙에 홍조가심해요. 트러블도 좀 있구요. 그게 좀 좋아지더라구요. 홍조가 너무 심해서 아예사라지지는 않았지만 그래도 많이 좋아지구 있었어요. 
 
 ♡보습 : 이건 좀 좋았어요. 엄청 많이 발라줬는데도 겉돌지 않고 피부에 흡수되는게 신기했어요.
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",112
3.0,★에바 P!CK★라운드랩 자작나무 수분크림 1+1기획(+수분패드 10매),"여름이라서 끈적거리지 않는 수분크림 찾다가 샀어요 
 올리브영에 파는 정말 모든 크림을 다 발라봤는데 가장 순하고 안끈적거리는 제품이었어요 
 화해에 보면 크림 속 알갱이때문에 혹평이 간혹 있던데 저는 전혀 느껴지지 않을 정도 크기의 알갱이였어요
 크림 바르고 화장을 바로해도 화장이 안 밀렸어요 흡수도 빠르고 여름에 쓰기 정말 좋아요 :) !! 
 저는 더랩 토너 + 자작나무 크림 이 두가지만 사용하는데 속건조도 없고 흡수도 빨랐습니당 👍🏻 
 피부가 순하지 않은 크림을 바르면, 자극을 받으면 트러블이 바로 나는 타입인데 안나더라구요 ‼️
 ※ 해당 리뷰는 원칙적으로 기본 상품이 동일한 단품 사용 후 작성된 것이며,개별 상품에 따라 용량 내지 일부 구성(1+1, 기획상품 등)이 상이할 수 있음을 안내드립니다.",113
